signal,nombre,comuna,ubicacion,lat,lon,potencia,ganancia,banda,rx,tx,tono,region,otorga,vence,isEcholink,conference,isDMR,isAir,color,slot,tg,website
CE7DNN-L,Red Chile - Tenaun Chiloé,Tenaun Chiloé,,-42.3666667,-73.7,,,VHF/FM,146.500,146.500,,REGIÓN DE LOS LAGOS,,,1,Red Chile,,,,,,https://redchile.org/
CE7DE-L,Red Chile - Queilen Chiloé,Queilen Chiloé,,-42.8666667,-73.4666667,,,VHF/FM,147.500,147.500,,REGIÓN DE LOS LAGOS,,,1,Red Chile,,,,,,https://redchile.org/
CE7VP-L,Red Chile - Quellón Chiloé,Quellón Chiloé,,-43.1,-73.6,,,VHF/FM,146.420,146.420,,REGIÓN DE LOS LAGOS,,,1,Red Chile,,,,,,https://redchile.org/
CA7VHX-L,Red Chile - Ancud Chiloé,Ancud Chiloé,,-41.8666667,-73.8333333,,,VHF/FM,146.580,146.580,67,REGIÓN DE LOS LAGOS,,,1,Red Chile,,,,,,https://redchile.org/
CE8CAU-L,Red Chile - Punta Arenas,Punta Arenas,,-53.1669444,-70.9336111,,,VHF/FM,147.800,147.800,,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,,,1,Red Chile,,,,,,https://redchile.org/
CE8RJN-L,Red Chile - Puerto Porvenir,Puerto Porvenir,,-53.3,-70.3666667,,,VHF/FM,147.540,147.540,,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,,,1,Red Chile,,,,,,https://redchile.org/
CA7TWY-L,Red Echolink Chile - Puerto Montt,Puerto Montt,,-41.4666667,-72.9333333,,,VHF/FM,146.550,146.550,,REGIÓN DE LOS LAGOS,,,1,Red Echolink Chile,,,,,,https://echolinkchile.cl/
CE4VYB-L,Red Echolink Chile - Chillán,Chillán,,-36.6,-72.1166667,,,VHF/FM,147.440,147.440,,REGIÓN DE NUBLE,,,1,Red Echolink Chile,,,,,,https://echolinkchile.cl/
CE4TAG-L,Red Echolink Chile - San Francisco de Mostazal,San Francisco de Mostazal,,-33.9833333,-70.7,,,VHF/FM,146.460,146.460,,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,,,1,Red Echolink Chile,,,,,,https://echolinkchile.cl/
CA4JNU-L,Red Echolink Chile - Empedrado,Empedrado,,-35.6,-72.2833333,,,VHF/FM,146.210,146.210,,REGIÓN DEL MAULE,,,1,Red Echolink Chile,,,,,,https://echolinkchile.cl/
CE3EDQ-L,Red Echolink Chile - Santiago,Santiago,,-33.45,-70.6666667,,,VHF/FM,147.740,147.740,,REGIÓN METROPOLITANA DE SANTIAGO,,,1,Red Echolink Chile,,,,,,https://echolinkchile.cl/
CE6RLA-L,Red Echolink Chile - Temuco,Temuco,,-38.75,-72.6666667,,,VHF/FM,147.560,147.560,203.5,REGIÓN DE LA ARAUCANÍA,,,1,Red Echolink Chile,,,,,,https://echolinkchile.cl/
CA6ELP-L,RCDR - Valdivia,Valdivia,,-39.8,-73.2333333,,,VHF/FM,145.430,145.430,,REGIÓN DE LOS RÍOS,,,1,RCDR,,,,,,https://www.rcdr.cl/
CA4JPX-L,RCDR - Nueva Imperial,Nueva Imperial,,-38.7333333,-72.95,,,VHF/FM,145.430,145.430,,REGIÓN DE LA ARAUCANÍA,,,1,RCDR,,,,,,https://www.rcdr.cl/
CA2VCR-L,RCDR - La Serena,La Serena,,-29.9,-71.25,,,VHF/FM,145.430,145.430,,REGIÓN DE COQUIMBO,,,1,RCDR,,,,,,https://www.rcdr.cl/
CA2LNQ-L,RCDR - Los Andes,Los Andes,,-32.8166667,-70.6166667,,,VHF/FM,145.430,145.430,,REGIÓN DE VALPARAÍSO,,,1,RCDR,,,,,,https://www.rcdr.cl/
CE4MOW-L,RCDR - Santa Cruz,Santa Cruz,,-34.6333333,-71.3666667,,,VHF/FM,145.430,145.430,77.0,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,,,1,RCDR,,,,,,https://www.rcdr.cl/
CA4SVL-L,RCDR - Rauco,Rauco,,-34.9333333,-71.3166667,,,VHF/FM,145.430,145.430,,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,,,1,RCDR,,,,,,https://www.rcdr.cl/
CA3VNX-L,RCDR - El Monte,El Monte,,-33.6833333,-71.0166667,,,VHF/FM,145.530,145.530,,REGIÓN METROPOLITANA DE SANTIAGO,,,1,RCDR,,,,,,https://www.rcdr.cl/
CD6AWE-L,RCDR - Futrono,Futrono,,-40.1333333,-72.4,,,VHF/FM,145.430,145.430,,REGIÓN DE LOS RÍOS,,,1,RCDR,,,,,,https://www.rcdr.cl/
CE3HKG-L,RCDR - Peñalolén,Peñalolén,,-33.4833333,-70.5333333,,,VHF/FM,145.430,145.430,77.0,REGIÓN METROPOLITANA DE SANTIAGO,,,1,RCDR,,,,,,https://www.rcdr.cl/
CD5ILA-L,RCDR - Chiguayante,Chiguayante,,-36.9166667,-73.0166667,,,VHF/FM,145.500,145.500,,REGIÓN DEL BIOBÍO,,,1,RCDR,,,,,,https://www.rcdr.cl/
CE5HRJ-L,RCDR - Penco,Penco,,-36.7333333,-72.9833333,,,VHF/FM,145.430,145.430,77.0,REGIÓN DEL BIOBÍO,,,1,RCDR,,,,,,https://www.rcdr.cl/
CE3KGB-L,San Jose de Maipo,San Jose de Maipo,,-33.6333333,-70.3666667,,,VHF/FM,147.900,147.900,88.5,REGIÓN METROPOLITANA DE SANTIAGO,,,1,Sistema Interconectado CE2RPE,,,,,,https://www.qrz.com/db/CE2RPE
CE3KGB-L,RCDR - San Jose de Maipo,San Jose de Maipo,,-33.6333333,-70.3666667,,,VHF/FM,145.630,145.630,,REGIÓN METROPOLITANA DE SANTIAGO,,,1,RCDR,,,,,,https://www.rcdr.cl/
CE4LAB-L,RCDR - San Joaquin,San Joaquin,,-33.5,-70.6166667,,,UHF/FM,433.430,433.430,,REGIÓN METROPOLITANA DE SANTIAGO,,,1,RCDR,,,,,,https://www.rcdr.cl/
CE5RPP-R,Conferencia Sur - Penco,Penco,,-36.7408,-72.9953,,,VHF/FM,146.940,146.340,88.5,REGIÓN DEL BIOBÍO,,,1,SUR,,,,,,https://conferenciasur.cl/
CE4LY-R,Conferencia Sur - Talca,Talca,,-35.4433333,-71.6780555556,,,VHF/FM,146.380,146.980,67,REGIÓN DEL MAULE,,,1,SUR,,,,,,https://conferenciasur.cl/
CA5EHC-L,Conferencia Sur - Coronel,Coronel,,-36.9555555556,-73.1208333333,,,VHF/FM,145.550,145.550,67,REGIÓN DEL BIOBÍO,,,1,SUR,,,,,,https://conferenciasur.cl/
CE5VKK-L,Conferencia Sur - Concepción,Concepción,,-36.8269,-73.0503,,,VHF/FM,147.500,147.500,123,REGIÓN DEL BIOBÍO,,,1,SUR,,,,,,https://conferenciasur.cl/
CA1ILI-L,Conferencia Sur - Iquique,Iquique,,-20.2166667,-70.1666667,,,UHF/FM,439.200,439.200,136.5,REGIÓN DE TARAPACÁ,,,1,SUR,,,,,,https://conferenciasur.cl/
CE5UFR-L,Conferencia Sur - Puerto Montt,Puerto Montt,,-41.4688888889,-72.9630555556,,,VHF/FM,,,,REGIÓN DE LOS LAGOS,,,1,SUR,,,,,,https://conferenciasur.cl/
CA3HRS-L,Conferencia Sur - Cabrero,Cabrero,,-37.0333,-72.4,,,VHF/FM,145.550,145.550,67,REGIÓN DEL BIOBÍO,,,1,SUR,,,,,,https://conferenciasur.cl/
CA2RDP-L,Conferencia Sur - La Serena,La Serena,,-29.9388888889,-71.2233333333,,,VHF/FM,145.680,145.680,88.5,REGIÓN DE COQUIMBO,,,1,SUR,,,,,,https://conferenciasur.cl/
CE5UNI-L,Conferencia Sur - UdeC,Concepción,Universidad de Concepción,-36.83101365,-73.03468047,,,VHF/FM,220.100,224.980,88.5,REGIÓN DEL BIOBÍO,,,1,SUR,,,,,,https://conferenciasur.cl/
CE5NCR,Conferencia Sur - Chile centro,Cañete,,-37.7531805556,-73.3611666667,,,VHF/FM,146.750,146.150,100,REGIÓN DEL BIOBÍO,,,1,SUR,,,,,,https://conferenciasur.cl/
CE3RDV,RADIO CLUB VALLES DEL MAIPO,Buin,Centro urbano,-33.7333333333,-70.7333333333,,,VHF/FM,146.480,146.480,,REGIÓN METROPOLITANA DE SANTIAGO,,,,,,,,,,https://ce3rdv.cl/
CE3BIO,RADIO CLUB DEL BIOBIO,LOS ANGELES,LOS ANGELES CENTRO,-37.4697305556,-72.3536611111,,,VHF/FM,146.790,146.190,,REGIÓN DEL BIOBÍO,,,,,1,,1,1,,https://www.ce5bio.cl/
CE3SER-VHF,CE3SER — Simplex VHF (emergencias RC Chile),Santiago,Centro urbano,-33.45,-70.6666667,,,VHF/FM,146.520,146.520,,REGIÓN METROPOLITANA DE SANTIAGO,,,,,,,,,,https://www.ce3ser.cl/
CE3SER-UHF,CE3SER — Simplex UHF (emergencias RC Chile),Santiago,Centro urbano,-33.45,-70.6666667,,,UHF/FM,433.520,433.520,,REGIÓN METROPOLITANA DE SANTIAGO,,,,,,,,,,https://www.ce3ser.cl/
ZDMR Iquique,Zona DMR CL — Iquique,Iquique,Simplex VHF · CA1ILI,-20.2144,-70.1525,,,VHF/DMR,145.780,145.780,,REGIÓN DE TARAPACÁ,,,,Zona DMR CL,1,,1,2,730 7300444 7301,https://zonadmr.cl/nodos/
ZDMR Punitaqui,Zona DMR CL — Punitaqui,Punitaqui,Simplex VHF · CA2FHD,-30.7828,-71.2247,,,VHF/DMR,145.680,145.680,,REGIÓN DE COQUIMBO,,,,Zona DMR CL,1,,1,2,730 7300444,https://zonadmr.cl/nodos/
ZDMR Vicuña,Zona DMR CL — Vicuña,Vicuña,Simplex VHF · CE2DRB,-30.0319,-70.7081,,,VHF/DMR,145.650,145.650,,REGIÓN DE COQUIMBO,,,,Zona DMR CL,1,,1,2,730 7300444,https://zonadmr.cl/nodos/
ZDMR Isla Negra,Zona DMR CL — Isla Negra,Isla Negra,Simplex VHF · CE2JJF,-33.7889,-71.7028,,,VHF/DMR,144.600,144.600,,REGIÓN DE VALPARAÍSO,,,,Zona DMR CL,1,,1,2,730 7300444 7301,https://zonadmr.cl/nodos/
ZDMR Combarbalá,Zona DMR CL — Combarbalá,Combarbalá,Simplex VHF · CE2JDX,-31.1764,-70.9553,,,VHF/DMR,146.460,146.460,,REGIÓN DE COQUIMBO,,,,Zona DMR CL,1,,1,2,730 7300444,https://zonadmr.cl/nodos/
ZDMR La Serena,Zona DMR CL — La Serena,La Serena,Simplex UHF · CA2RDP,-29.9027,-71.2522,,,UHF/DMR,433.080,433.080,,REGIÓN DE COQUIMBO,,,,Zona DMR CL,1,,1,2,7300444,https://zonadmr.cl/nodos/
ZDMR Maipú,Zona DMR CL — Maipú,Maipú,UHF dúplex −5 MHz · CA3DPI,-33.5095,-70.7567,,,UHF/DMR,435.450,430.450,,REGIÓN METROPOLITANA DE SANTIAGO,,,,Zona DMR CL,1,,1,1,730 7300444,https://zonadmr.cl/nodos/
